,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instIdCode,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,tradeQuoteCcyList,uly
214,,,,1,,1,linear,0.1,SSV,,False,SSV-USDT,SSV-USDT-SWAP,138636,SWAP,20,1700711700717,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],SSV-USDT
215,,,,1,,1,linear,10,STORJ,,False,STORJ-USDT,STORJ-USDT-SWAP,10532,SWAP,20,1599646371000,1,100000000.0000000000000000,20000000,100000000,,9000,9000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],STORJ-USDT
216,,,,1,,1,linear,1,STRK,,False,STRK-USDT,STRK-USDT-SWAP,149046,SWAP,50,1708433700141,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],STRK-USDT
217,,,,1,,1,linear,10,STX,,False,STX-USDT,STX-USDT-SWAP,115562,SWAP,20,1676969758164,0.1,100000000.0000000000000000,20000000,100000000,,22000,22000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.0001,[],STX-USDT
218,,,,1,,1,linear,1,SUI,,False,SUI-USDT,SUI-USDT-SWAP,120850,SWAP,50,1683258900891,1,100000000.0000000000000000,20000000,100000000,,200000,200000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SUI-USDT
219,,,,1,,1,linear,1,SUSHI,,False,SUSHI-USDT,SUSHI-USDT-SWAP,10536,SWAP,50,1599041571000,1,100000000.0000000000000000,20000000,100000000,,150000,150000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SUSHI-USDT
220,,,,1,,1,linear,10,SWARMS,,False,SWARMS-USDT,SWARMS-USDT-SWAP,194548,SWAP,20,1737717300103,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],SWARMS-USDT
221,,,,1,,1,linear,10,SYRUP,,False,SYRUP-USDT,SYRUP-USDT-SWAP,216937,SWAP,50,1751524200291,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SYRUP-USDT
222,,,,1,,1,linear,100,T,,False,T-USDT,T-USDT-SWAP,149428,SWAP,20,1708676700613,1,100000000.0000000000000000,20000000,100000000,,5000,5000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],T-USDT
223,,,,1,,1,linear,0.01,TAO,,False,TAO-USDT,TAO-USDT-SWAP,174952,SWAP,50,1726808400182,1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.1,[],TAO-USDT
224,,,,1,,1,linear,10,THETA,,False,THETA-USDT,THETA-USDT-SWAP,10539,SWAP,50,1587463971000,0.1,100000000.0000000000000000,20000000,100000000,,8500,8500,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.0001,[],THETA-USDT
225,,,,1,,1,linear,1,TIA,,False,TIA-USDT,TIA-USDT-SWAP,136595,SWAP,50,1698776700675,1,100000000.0000000000000000,20000000,100000000,,40000,40000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],TIA-USDT
226,,,,1,,1,linear,1,TNSR,,False,TNSR-USDT,TNSR-USDT-SWAP,154692,SWAP,20,1712592120492,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],TNSR-USDT
227,,,,1,,1,linear,0.1,TRB,,False,TRB-USDT,TRB-USDT-SWAP,10540,SWAP,20,1599559971000,1,100000000.0000000000000000,20000000,100000000,,28000,28000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.01,[],TRB-USDT
228,,,,1,,1,linear,1,TREE,,False,TREE-USDT,TREE-USDT-SWAP,220918,SWAP,20,1753799400400,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],TREE-USDT
229,,,,1,,1,linear,0.1,TRUMP,,False,TRUMP-USDT,TRUMP-USDT-SWAP,193761,SWAP,20,1737264604112,1,100000000.0000000000000000,20000000,100000000,,35000,35000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],TRUMP-USDT
230,,,,1,,1,linear,1000,TRX,,False,TRX-USDT,TRX-USDT-SWAP,10473,SWAP,50,1573557408000,0.01,1000000.0000000000000000,20000000,1000000,,4000,4000,1000000.0000000000000000,1000000.0000000000000000,0.01,,,,normal,USDT,live,,0.00001,[],TRX-USDT
231,,,,1,,1,linear,10000,TURBO,,False,TURBO-USDT,TURBO-USDT-SWAP,141070,SWAP,20,1702547700612,0.1,100000000.0000000000000000,20000000,100000000,,2000,2000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.000001,[],TURBO-USDT
232,,,,1,,1,linear,0.1,UMA,,False,UMA-USDT,UMA-USDT-SWAP,10541,SWAP,20,1599214371000,1,100000000.0000000000000000,20000000,100000000,,150000,150000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],UMA-USDT
233,,,,1,,1,linear,1,UNI,,False,UNI-USDT,UNI-USDT-SWAP,10543,SWAP,50,1600317000000,1,100000000.0000000000000000,20000000,100000000,,30000,30000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],UNI-USDT
234,,,,1,,1,linear,10,USDC,,False,USDC-USDT,USDC-USDT-SWAP,116826,SWAP,50,1678607700793,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],USDC-USDT
235,,,,1,,1,linear,10,USELESS,,False,USELESS-USDT,USELESS-USDT-SWAP,220516,SWAP,20,1753437600380,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],USELESS-USDT
236,,,,1,,1,linear,100,USTC,,False,USTC-USDT,USTC-USDT-SWAP,106508,SWAP,20,1667458491385,1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],USTC-USDT
237,,,,1,,1,linear,10,UXLINK,,False,UXLINK-USDT,UXLINK-USDT-SWAP,166546,SWAP,20,1721293204025,1,100000000.0000000000000000,20000000,100000000,,6000,6000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],UXLINK-USDT
238,,,,1,,1,linear,0.1,VANA,,False,VANA-USDT,VANA-USDT-SWAP,188993,SWAP,20,1734408000582,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],VANA-USDT
239,,,,1,,1,linear,10,VINE,,False,VINE-USDT,VINE-USDT-SWAP,194827,SWAP,20,1737889201529,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],VINE-USDT
240,,,,1,,1,linear,1,VIRTUAL,,False,VIRTUAL-USDT,VIRTUAL-USDT-SWAP,188034,SWAP,20,1733911200140,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],VIRTUAL-USDT
241,,,,1,,1,linear,1,W,,False,W-USDT,W-USDT-SWAP,154132,SWAP,20,1712147100572,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],W-USDT
242,,,,1,,1,linear,10,WAL,,False,WAL-USDT,WAL-USDT-SWAP,209298,SWAP,20,1746687600526,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],WAL-USDT
243,,,,1,,1,linear,100,WAXP,,False,WAXP-USDT,WAXP-USDT-SWAP,135258,SWAP,20,1697687700843,1,100000000.0000000000000000,20000000,100000000,,4000,4000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],WAXP-USDT
244,,,,1,,1,linear,10,WCT,,False,WCT-USDT,WCT-USDT-SWAP,206314,SWAP,20,1744716600433,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],WCT-USDT
245,,,,1,,1,linear,1,WIF,,False,WIF-USDT,WIF-USDT-SWAP,155700,SWAP,20,1713173100603,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],WIF-USDT
246,,,,1,,1,linear,1,WLD,,False,WLD-USDT,WLD-USDT-SWAP,127411,SWAP,50,1690199721595,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],WLD-USDT
247,,,,1,,1,linear,10,WOO,,False,WOO-USDT,WOO-USDT-SWAP,114961,SWAP,20,1676357700337,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],WOO-USDT
248,,,,1,,1,linear,0.001,XAUT,,False,XAUT-USDT,XAUT-USDT-SWAP,205379,SWAP,50,1744192800563,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.1,[],XAUT-USDT
249,,,,1,,1,linear,100,XLM,,False,XLM-USDT,XLM-USDT-SWAP,10481,SWAP,50,1587463971000,0.1,100000000.0000000000000000,20000000,100000000,,9000,9000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.00001,[],XLM-USDT
250,,,,1,,1,linear,1,XTZ,,False,XTZ-USDT,XTZ-USDT-SWAP,10549,SWAP,50,1587463971000,1,100000000.0000000000000000,20000000,100000000,,70000,70000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],XTZ-USDT
251,,,,1,,1,linear,0.0001,YFI,,False,YFI-USDT,YFI-USDT-SWAP,10551,SWAP,50,1599041571000,1,100000000.0000000000000000,20000000,100000000,,150000,150000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,1,[],YFI-USDT
252,,,,1,,1,linear,1,YGG,,False,YGG-USDT,YGG-USDT-SWAP,27541,SWAP,50,1628240400000,1,100000000.0000000000000000,20000000,100000000,,110000,110000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],YGG-USDT
253,,,,1,,1,linear,100,ZENT,,False,ZENT-USDT,ZENT-USDT-SWAP,158367,SWAP,20,1715243100398,1,100000000.0000000000000000,20000000,100000000,,4000,4000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],ZENT-USDT
254,,,,1,,1,linear,10,ZEREBRO,,False,ZEREBRO-USDT,ZEREBRO-USDT-SWAP,190623,SWAP,20,1735283702001,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],ZEREBRO-USDT
255,,,,1,,1,linear,10,ZETA,,False,ZETA-USDT,ZETA-USDT-SWAP,146706,SWAP,20,1706757900607,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],ZETA-USDT
256,,,,1,,1,linear,100,ZIL,,False,ZIL-USDT,ZIL-USDT-SWAP,10557,SWAP,20,1599646371000,1,100000000.0000000000000000,20000000,100000000,,35000,35000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],ZIL-USDT
257,,,,1,,1,linear,10,ZK,,False,ZK-USDT,ZK-USDT-SWAP,162969,SWAP,20,1718699100579,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],ZK-USDT
258,,,,1,,1,linear,1,ZRO,,False,ZRO-USDT,ZRO-USDT-SWAP,163161,SWAP,20,1718886300653,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],ZRO-USDT
259,,,,1,,1,linear,10,ZRX,,False,ZRX-USDT,ZRX-USDT-SWAP,10558,SWAP,20,1598004771000,1,100000000.0000000000000000,20000000,100000000,,21000,21000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],ZRX-USDT
260,,,,1,,1,linear,0.0001,BTC,,False,BTC-USDC,BTC-USDC-SWAP,104884,SWAP,50,1666076190148,1,100000000.0000000000000000,20000000,100000000,,85000,85000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDC,live,,0.1,[],BTC-USDC
261,,,,1,,1,linear,0.001,ETH,,False,ETH-USDC,ETH-USDC-SWAP,104885,SWAP,50,1666076197702,1,100000000.0000000000000000,20000000,100000000,,120000,120000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDC,live,,0.01,[],ETH-USDC
