,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
204,,,HUMA,1,,,,,,,False,,HUMA-USD,SPOT,,1749038400000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
205,,,ICE,1,,,,,,,False,,ICE-USD,SPOT,,1742366700000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,2000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
206,,,ICP,1,,,,,,,False,,ICP-USD,SPOT,,1743661500000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
207,,,ICX,1,,,,,,,False,,ICX-USD,SPOT,,1743055500000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
208,,,ID,1,,,,,,,False,,ID-USD,SPOT,,1742367000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
209,,,ILV,1,,,,,,,False,,ILV-USD,SPOT,,1740031500000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.01,
210,,,IMX,1,,,,,,,False,,IMX-USD,SPOT,,1744266000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
211,,,IOST,1,,,,,,,False,,IOST-USD,SPOT,,1742367300000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
212,,,IOTA,1,,,,,,,False,,IOTA-USD,SPOT,,1742367600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
213,,,IP,1,,,,,,,False,,IP-USD,SPOT,,1740033900000,0.001,999999999999999.0000000000000000,20000000,999999999999999,4000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
214,,,JOE,1,,,,,,,False,,JOE-USD,SPOT,,1741847400000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
215,,,JST,1,,,,,,,False,,JST-USD,SPOT,,1738919700000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
216,,,JTO,1,,,,,,,False,,JTO-USD,SPOT,,1743661800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
217,,,JUP,1,,,,,,,False,,JUP-USD,SPOT,,1743662100000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
218,,,KAITO,1,,,,,,,False,,KAITO-USD,SPOT,,1740108900000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
219,,,KAIA,1,,,,,,,False,,KAIA-USD,SPOT,,1742368200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
220,,,KDA,1,,,,,,,False,,KDA-USD,SPOT,,1742368500000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
221,,,KNC,1,,,,,,,False,,KNC-USD,SPOT,,1743055800000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
222,,,KSM,1,,,,,,,False,,KSM-USD,SPOT,,1743056100000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
223,,,LAT,1,,,,,,,False,,LAT-USD,SPOT,,1742369400000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
224,,,LAYER,1,,,,,,,False,,LAYER-USD,SPOT,,1745582400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
225,,,LDO,1,,,,,,,False,,LDO-USD,SPOT,,1743662400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
226,,,LEO,1,,,,,,,False,,LEO-USD,SPOT,,1741849800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
227,,,LINK,1,,,,,,,False,,LINK-USD,SPOT,,1736910000000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
228,,,LOOKS,1,,,,,,,False,,LOOKS-USD,SPOT,,1742369700000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
229,,,LPT,1,,,,,,,False,,LPT-USD,SPOT,,1744266300000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
230,,,LQTY,1,,,,,,,False,,LQTY-USD,SPOT,,1744266600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
231,,,LRC,1,,,,,,,False,,LRC-USD,SPOT,,1743662700000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
232,,,LSK,1,,,,,,,False,,LSK-USD,SPOT,,1742796300000,0.00000001,9999999999.0000000000000000,20000000,9999999999,4000,999999,999999,9999999999.0000000000000000,9999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
233,,,LTC,1,,,,,,,False,,LTC-USD,SPOT,,1736910300000,0.000001,999999999999.0000000000000000,20000000,999999999999,36000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.01,
234,,,LUNA,1,,,,,,,False,,LUNA-USD,SPOT,,1742796900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
235,,,MAGIC,1,,,,,,,False,,MAGIC-USD,SPOT,,1742450400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.00001,
236,,,MAJOR,1,,,,,,,False,,MAJOR-USD,SPOT,,1742450700000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
237,,,MANA,1,,,,,,,False,,MANA-USD,SPOT,,1744266900000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
238,,,MASK,1,,,,,,,False,,MASK-USD,SPOT,,1744267200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
239,,,MDT,1,,,,,,,False,,MDT-USD,SPOT,,1741845600000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
240,,,ME,1,,,,,,,False,,ME-USD,SPOT,,1737974400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
241,,,MEME,1,,,,,,,False,,MEME-USD,SPOT,,1738921500000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
242,,,MEMEFI,1,,,,,,,False,,MEMEFI-USD,SPOT,,1742451000000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.0000001,
243,,,MENGO,1,,,,,,,False,,MENGO-USD,SPOT,,1740031200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
244,,,MERL,1,,,,,,,False,,MERL-USD,SPOT,,1737973800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
245,,,METIS,1,,,,,,,False,,METIS-USD,SPOT,,1742451300000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.01,
246,,,MEW,1,,,,,,,False,,MEW-USD,SPOT,,1737974100000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.000001,
247,,,MINA,1,,,,,,,False,,MINA-USD,SPOT,,1744267500000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
248,,,MKR,1,,,,,,,False,,MKR-USD,SPOT,,1736910600000,0.00000001,9999999999.0000000000000000,20000000,9999999999,4000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.001,fix_price,,USD,normal,,live,,0.1,
249,,,MLN,1,,,,,,,False,,MLN-USD,SPOT,,1741846200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
250,,,MOODENG,1,,,,,,,False,,MOODENG-USD,SPOT,,1743663000000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
251,,,MORPHO,1,,,,,,,False,,MORPHO-USD,SPOT,,1743663300000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
252,,,MOVR,1,,,,,,,False,,MOVR-USD,SPOT,,1743056400000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
253,,,MOVE,1,,,,,,,False,,MOVE-USD,SPOT,,1743663600000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
254,,,NAVX,1,,,,,,,False,,NAVX-USD,SPOT,,1743046200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
255,,,NC,1,,,,,,,False,,NC-USD,SPOT,,1740033300000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
256,,,NEAR,1,,,,,,,False,,NEAR-USD,SPOT,,1743663900000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
257,,,NEIRO,1,,,,,,,False,,NEIRO-USD,SPOT,,1743664200000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.0000001,
258,,,NEO,1,,,,,,,False,,NEO-USD,SPOT,,1742451900000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
259,,,NMR,1,,,,,,,False,,NMR-USD,SPOT,,1743056700000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
260,,,NOT,1,,,,,,,False,,NOT-USD,SPOT,,1743493500000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
261,,,NULS,1,,,,,,,False,,NULS-USD,SPOT,,1741845900000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
262,,,OAS,1,,,,,,,False,,OAS-USD,SPOT,,1742452200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
263,,,OL,1,,,,,,,False,,OL-USD,SPOT,,1737972300000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
264,,,OM,1,,,,,,,False,,OM-USD,SPOT,,1742452500000,0.000001,999999999999.0000000000000000,20000000,999999999999,6000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
265,,,OMI,1,,,,,,,False,,OMI-USD,SPOT,,1742452800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.0000001,
266,,,ONDO,1,,,,,,,False,,ONDO-USD,SPOT,,1743664500000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
267,,,ONE,1,,,,,,,False,,ONE-USD,SPOT,,1742453100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
268,,,ONT,1,,,,,,,False,,ONT-USD,SPOT,,1742453400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
269,,,OP,1,,,,,,,False,,OP-USD,SPOT,,1736910900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,4000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
270,,,ORBS,1,,,,,,,False,,ORBS-USD,SPOT,,1742453700000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
271,,,ORDI,1,,,,,,,False,,ORDI-USD,SPOT,,1742454000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
272,,,OXT,1,,,,,,,False,,OXT-USD,SPOT,,1741849500000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
273,,,PARTI,1,,,,,,,False,,PARTI-USD,SPOT,,1744273800000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
274,,,PENGU,1,,,,,,,False,,PENGU-USD,SPOT,,1737972600000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
275,,,PENDLE,1,,,,,,,False,,PENDLE-USD,SPOT,,1743057000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
276,,,PEOPLE,1,,,,,,,False,,PEOPLE-USD,SPOT,,1742454300000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
277,,,PERP,1,,,,,,,False,,PERP-USD,SPOT,,1741846800000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
278,,,PHA,1,,,,,,,False,,PHA-USD,SPOT,,1743057300000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
279,,,PIXEL,1,,,,,,,False,,PIXEL-USD,SPOT,,1738922400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
280,,,PNUT,1,,,,,,,False,,PNUT-USD,SPOT,,1743664800000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
281,,,POL,1,,,,,,,False,,POL-USD,SPOT,,1742454600000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,2000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
282,,,POLYDOGE,1,,,,,,,False,,POLYDOGE-USD,SPOT,,1742454900000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000000,fix_price,,USD,normal,,live,,0.000000000001,
283,,,POR,1,,,,,,,False,,POR-USD,SPOT,,1741851000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
284,,,PRCL,1,,,,,,,False,,PRCL-USD,SPOT,,1737972000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
285,,,PSTAKE,1,,,,,,,False,,PSTAKE-USD,SPOT,,1743057600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
286,,,PYTH,1,,,,,,,False,,PYTH-USD,SPOT,,1743665100000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
287,,,QTUM,1,,,,,,,False,,QTUM-USD,SPOT,,1744267800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
288,,,RACA,1,,,,,,,False,,RACA-USD,SPOT,,1742455500000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.00000001,
289,,,RADAR,1,,,,,,,False,,RADAR-USD,SPOT,,1738922100000,0.001,999999999999999.0000000000000000,20000000,999999999999999,2000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.000001,
290,,,RAY,1,,,,,,,False,,RAY-USD,SPOT,,1737971100000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
291,,,RENDER,1,,,,,,,False,,RENDER-USD,SPOT,,1740033600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
292,,,RIO,1,,,,,,,False,,RIO-USD,SPOT,,1742455800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
293,,,RON,1,,,,,,,False,,RON-USD,SPOT,,1742456100000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
294,,,RPL,1,,,,,,,False,,RPL-USD,SPOT,,1743057900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
295,,,RSR,1,,,,,,,False,,RSR-USD,SPOT,,1743058200000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
296,,,RSS3,1,,,,,,,False,,RSS3-USD,SPOT,,1742536800000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
297,,,RVN,1,,,,,,,False,,RVN-USD,SPOT,,1742537100000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
298,,,S,1,,,,,,,False,,S-USD,SPOT,,1738035000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
299,,,SAFE,1,,,,,,,False,,SAFE-USD,SPOT,,1738920000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
300,,,SAND,1,,,,,,,False,,SAND-USD,SPOT,,1744092000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
301,,,SATS,1,,,,,,,False,,SATS-USD,SPOT,,1742537400000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000000,fix_price,,USD,normal,,live,,0.00000000001,
302,,,SC,1,,,,,,,False,,SC-USD,SPOT,,1743058800000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
303,,,SCR,1,,,,,,,False,,SCR-USD,SPOT,,1742537700000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
304,,,SD,1,,,,,,,False,,SD-USD,SPOT,,1742538000000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
305,,,SHIB,1,,,,,,,False,,SHIB-USD,SPOT,,1736911500000,1,9999999999999999.0000000000000000,20000000,9999999999999999,4000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USD,normal,,live,,0.000000001,
306,,,SKL,1,,,,,,,False,,SKL-USD,SPOT,,1742538300000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
307,,,SLP,1,,,,,,,False,,SLP-USD,SPOT,,1742538600000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
308,,,SNT,1,,,,,,,False,,SNT-USD,SPOT,,1741848300000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
309,,,SNX,1,,,,,,,False,,SNX-USD,SPOT,,1744268100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
310,,,SONIC,1,,,,,,,False,,SONIC-USD,SPOT,,1740032400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,4000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
311,,,SPURS,1,,,,,,,False,,SPURS-USD,SPOT,,1742538900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
312,,,SSV,1,,,,,,,False,,SSV-USD,SPOT,,1737971400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
