,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
313,,,STETH,1,,,,,,,False,,STETH-USD,SPOT,,1742539200000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,fix_price,,USD,normal,,live,,0.01,
314,,,STORJ,1,,,,,,,False,,STORJ-USD,SPOT,,1744268400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
315,,,STRK,1,,,,,,,False,,STRK-USD,SPOT,,1744092300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
316,,,STX,1,,,,,,,False,,STX-USD,SPOT,,1744092600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
317,,,SUI,1,,,,,,,False,,SUI-USD,SPOT,,1736911800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,4000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
318,,,SUSHI,1,,,,,,,False,,SUSHI-USD,SPOT,,1744268700000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
319,,,SWEAT,1,,,,,,,False,,SWEAT-USD,SPOT,,1742539500000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,2000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
320,,,SWFTC,1,,,,,,,False,,SWFTC-USD,SPOT,,1742539800000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
321,,,T,1,,,,,,,False,,T-USD,SPOT,,1741850100000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,5000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
322,,,THETA,1,,,,,,,False,,THETA-USD,SPOT,,1742540100000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
323,,,TIA,1,,,,,,,False,,TIA-USD,SPOT,,1744092900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
324,,,TNSR,1,,,,,,,False,,TNSR-USD,SPOT,,1743059100000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
325,,,TRA,1,,,,,,,False,,TRA-USD,SPOT,,1741848900000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
326,,,TRB,1,,,,,,,False,,TRB-USD,SPOT,,1742540400000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.01,
327,,,TRX,1,,,,,,,False,,TRX-USD,SPOT,,1744093500000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.00001,
328,,,TURBO,1,,,,,,,False,,TURBO-USD,SPOT,,1744093800000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.000001,
329,,,ULTI,1,,,,,,,False,,ULTI-USD,SPOT,,1737971700000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
330,,,UMA,1,,,,,,,False,,UMA-USD,SPOT,,1743059400000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
331,,,UNI,1,,,,,,,False,,UNI-USD,SPOT,,1736912100000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
332,,,USDT,1,,,,,,,False,,USDT-USD,SPOT,,1733452200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,150000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
333,,,UXLINK,1,,,,,,,False,,UXLINK-USD,SPOT,,1740032100000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
334,,,VELODROME,1,,,,,,,False,,VELODROME-USD,SPOT,,1738922700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
335,,,VELO,1,,,,,,,False,,VELO-USD,SPOT,,1742540700000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
336,,,VENOM,1,,,,,,,False,,VENOM-USD,SPOT,,1741849200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,2000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
337,,,VRA,1,,,,,,,False,,VRA-USD,SPOT,,1742541000000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
338,,,W,1,,,,,,,False,,W-USD,SPOT,,1742541300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
339,,,WAXP,1,,,,,,,False,,WAXP-USD,SPOT,,1742541600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
340,,,WBTC,1,,,,,,,False,,WBTC-USD,SPOT,,1744094100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,fix_price,,USD,normal,,live,,0.1,
341,,,WCT,1,,,,,,,False,,WCT-USD,SPOT,,1744722000000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
342,,,WIF,1,,,,,,,False,,WIF-USD,SPOT,,1744094400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
343,,,WIN,1,,,,,,,False,,WIN-USD,SPOT,,1738921800000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USD,normal,,live,,0.00000001,
344,,,WLD,1,,,,,,,False,,WLD-USD,SPOT,,1737972900000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
345,,,XCH,1,,,,,,,False,,XCH-USD,SPOT,,1742541900000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
346,,,XLM,1,,,,,,,False,,XLM-USD,SPOT,,1744094700000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
347,,,XNO,1,,,,,,,False,,XNO-USD,SPOT,,1741847700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
348,,,XTZ,1,,,,,,,False,,XTZ-USD,SPOT,,1743059700000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
349,,,YFI,1,,,,,,,False,,YFI-USD,SPOT,,1743060000000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0005,fix_price,,USD,normal,,live,,1,
350,,,YGG,1,,,,,,,False,,YGG-USD,SPOT,,1744095000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
351,,,ZBCN,1,,,,,,,False,,ZBCN-USD,SPOT,,1742542200000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.0000001,
352,,,ZENT,1,,,,,,,False,,ZENT-USD,SPOT,,1744095300000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
353,,,ZETA,1,,,,,,,False,,ZETA-USD,SPOT,,1738920600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,4000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
354,,,ZEUS,1,,,,,,,False,,ZEUS-USD,SPOT,,1744095600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
355,,,ZIL,1,,,,,,,False,,ZIL-USD,SPOT,,1742542500000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
356,,,ZK,1,,,,,,,False,,ZK-USD,SPOT,,1744095900000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
357,,,ZKJ,1,,,,,,,False,,ZKJ-USD,SPOT,,1737974700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
358,,,ZRO,1,,,,,,,False,,ZRO-USD,SPOT,,1744096200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
359,,,ZRX,1,,,,,,,False,,ZRX-USD,SPOT,,1743060300000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
360,,,BTC,1,,,,,,,False,,BTC-TRY,SPOT,,1705633200000,0.000000001,999999999.0000000000000000,20000000,999999999,1000000,1000000,1000000,999999999.0000000000000000,999999999.0000000000000000,0.0001,fix_price,,TRY,normal,,live,,1,
361,,,ETH,1,,,,,,,False,,ETH-TRY,SPOT,,1705635000000,0.00000001,9999999999.0000000000000000,20000000,9999999999,26000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.001,fix_price,,TRY,normal,,live,,1,
362,,,SOL,1,,,,,,,False,,SOL-TRY,SPOT,,1733798700000,0.0000001,99999999999.0000000000000000,20000000,99999999999,1000000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.001,fix_price,,TRY,normal,,live,,0.1,
363,,,XRP,1,,,,,,,False,,XRP-TRY,SPOT,,1733799000000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,fix_price,,TRY,normal,,live,,0.01,
364,,,PI,1,,,,,,,False,,PI-TRY,SPOT,,1740061800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,TRY,normal,,live,,0.01,
365,,,TRUMP,1,,,,,,,False,,TRUMP-TRY,SPOT,,1737455400000,0.0000001,99999999999.0000000000000000,20000000,99999999999,1000000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.1,fix_price,,TRY,normal,,live,,0.1,
366,,,USDT,1,,,,,,,False,,USDT-TRY,SPOT,,1698894300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,230000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,TRY,normal,,live,,0.01,
367,,,BTC,1,1611907685000,,,,,,False,,BTC-USDT,SPOT,10,1611907686000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,call_auction,,USDT,normal,,live,,0.1,
368,,,ETH,1,1611907685000,,,,,,False,,ETH-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,call_auction,,USDT,normal,,live,,0.01,
369,,,OKB,1,1611907685000,,,,,,False,,OKB-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,call_auction,,USDT,normal,,live,,0.01,
370,,,SOL,1,1611908288000,,,,,,False,,SOL-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,call_auction,,USDT,normal,,live,,0.01,
371,,,TON,1,1651202890000,,,,,,False,,TON-USDT,SPOT,10,1651203490000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,call_auction,,USDT,normal,,live,,0.001,
372,,,DOGE,1,1563438000000,,,,,,False,,DOGE-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
373,,,XRP,1,1611908285000,,,,,,False,,XRP-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
374,,,PI,1,1740038400000,,,,,,False,,PI-USDT,SPOT,10,1740034800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
375,,,TRUMP,1,1737262800000,,,,,,False,,TRUMP-USDT,SPOT,10,1737259200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,call_auction,,USDT,normal,,live,,0.001,
376,,,PEPE,1,,,,,,,False,,PEPE-USDT,SPOT,10,1682931600000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USDT,normal,,live,,0.000000001,
377,,1749564000000,RESOLV,1,1749564000000,,,,,,False,,RESOLV-USDT,SPOT,,1749560400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
378,,,1INCH,1,1611908286000,,,,,,False,,1INCH-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
379,,,A,1,1748512800000,,,,,,False,,A-USDT,SPOT,10,1748509200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
380,,,AAVE,1,1611907686000,,,,,,False,,AAVE-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,call_auction,,USDT,normal,,live,,0.01,
381,,1643084181000,ACA,1,1643084181000,,,,,,False,,ACA-USDT,SPOT,,1643084782000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
382,,,ACE,1,,,,,,,False,,ACE-USDT,SPOT,10,1702879200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
383,,,ACH,1,,,,,,,False,,ACH-USDT,SPOT,10,1682071200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USDT,normal,,live,,0.00001,
384,,,ACT,1,1731578400000,,,,,,False,,ACT-USDT,SPOT,10,1731574800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
385,,,ADA,1,1532334001000,,,,,,False,,ADA-USDT,SPOT,10,1611907686000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
386,,1595488800000,AERGO,1,1595488800000,,,,,,False,,AERGO-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
387,,,AEVO,1,,,,,,,False,,AEVO-USDT,SPOT,10,1710324000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.00001,
